UR	SR	humanSubj Freq	"AGREE(back,nonlocal)"	"AGREE(front,local)"	"AGREE(nonhigh_front,local)"	"AGREE(low_front,local)"	"AGREE(double_front,local)"	USE_FRONT/bilabial__	"USE_FRONT/[+cor,+son]__"	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__	Observed Probability p(SR|UR)	t=1.5 Predicted Probability	t=1.5 Error	t=1 Predicted Probability	t=1 Error
fer	fernek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.495998883	-0.004001117	0.499638002	-0.000361998
Áderélgy	Áderélgynak	0	0	1	1	0	1	0	0	0	1	0	0	0.086801186	0.086801186	0.028470588	0.028470588
Áderélgy	Áderélgynek	1	1	0	0	0	0	0	0	0	0	0	1	0.913198814	-0.086801186	0.971529412	-0.028470588
Langes	Langesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Langes	Langesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Donéleg	Donélegnak	0	0	1	1	1	1	0	0	0	0	0	0	0.039165723	0.039165723	0.008162571	0.008162571
Donéleg	Donélegnek	1	1	0	0	0	0	0	0	0	0	0	1	0.960834277	-0.039165723	0.991837429	-0.008162571
Nágyehn	Nágyehnnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
Nágyehn	Nágyehnnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
kaedénc	kaedéncnak	1	0	1	1	0	1	0	0	1	1	0	1	0.049266006	-0.950733994	0.011658417	-0.988341583
kaedénc	kaedéncnek	0	1	0	0	0	0	0	0	0	0	0	0	0.950733994	0.950733994	0.988341583	0.988341583
ébb	ébbnak	0	0	1	1	0	0	1	0	0	1	0	0	0.007490012	0.007490012	0.000655144	0.000655144
ébb	ébbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.992509988	-0.007490012	0.999344856	-0.000655144
tányem	tányemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
tányem	tányemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
Vamzérfell	Vamzérfellnak	0	0	1	1	1	1	0	1	0	1	0	0	0.006222551	0.006222551	0.000495226	0.000495226
Vamzérfell	Vamzérfellnek	1	1	0	0	0	0	0	0	0	0	0	1	0.993777449	-0.006222551	0.999504774	-0.000495226
atahes	atahesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
atahes	atahesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Otebb	Otebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.035800605	0.035800605	0.007103774	0.007103774
Otebb	Otebbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.964199395	-0.035800605	0.992896226	-0.007103774
gem	gemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.001612916	0.001612916	9.20E-05	9.20E-05
gem	gemnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.498387084	-0.001612916	0.499907964	-9.20E-05
bes	besnak	0	0	1	1	1	0	0	0	1	0	0	0	0.008953946	0.008953946	0.000858041	0.000858041
bes	besnek	1	0	0	0	0	0	0	0	0	0	0	1	0.991046054	-0.008953946	0.999141959	-0.000858041
baladem	balademnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
baladem	balademnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
Spámelyinc	Spámelyincnak	0	0	1	0	0	1	0	0	1	1	0	0	0.12060996	0.12060996	0.048337629	0.048337629
Spámelyinc	Spámelyincnek	1	1	0	0	0	0	0	0	0	0	0	1	0.87939004	-0.12060996	0.951662371	-0.048337629
Sartéze	Sartézenak	0	0	1	1	1	1	0	0	0	0	0	0	0.039165723	0.039165723	0.008162571	0.008162571
Sartéze	Sartézenek	1	1	0	0	0	0	0	0	0	0	0	1	0.960834277	-0.039165723	0.991837429	-0.008162571
Anyert	Anyertnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
Anyert	Anyertnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
Fazdi	Fazdinak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
Fazdi	Fazdinek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
nen	nennak	0	0	1	1	1	0	0	1	0	0	0	0	0.004001117	0.004001117	0.000361998	0.000361998
nen	nennek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.495998883	-0.004001117	0.499638002	-0.000361998
atuditt	atudittnak	0	0	1	0	0	0	0	0	0	1	0	0	0.788070409	0.788070409	0.877611113	0.877611113
atuditt	atudittnek	1	1	0	0	0	0	0	0	0	0	0	1	0.211929591	-0.788070409	0.122388887	-0.877611113
svoten	svotennak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
svoten	svotennek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
Csessz	Csessznak	0	0	1	1	1	0	0	0	1	1	0	0	0.002843137	0.002843137	0.000152225	0.000152225
Csessz	Csessznek	1	0	0	0	0	0	0	0	0	0	0	1	0.997156863	-0.002843137	0.999847775	-0.000152225
dúndémb	dúndémbnak	0	0	1	1	0	0	1	0	0	1	0	0	0.215289144	0.215289144	0.125647857	0.125647857
dúndémb	dúndémbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.784710856	-0.215289144	0.874352143	-0.125647857
Osznelt	Oszneltnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
Osznelt	Oszneltnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
moggászég	moggászégnak	0	0	1	1	0	0	0	0	0	0	0	0	0.816578061	0.816578061	0.903784458	0.903784458
moggászég	moggászégnek	1	1	0	0	0	0	0	0	0	0	0	1	0.183421939	-0.816578061	0.096215542	-0.903784458
olit	olitnak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
olit	olitnek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
áregtim	áregtimnak	0	0	1	0	0	1	1	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
áregtim	áregtimnek	1	1	0	0	0	0	0	0	0	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
Olcalín	Olcalínnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
Olcalín	Olcalínnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
Mábríkes	Mábríkesnak	0	0	1	1	1	1	0	0	1	0	0	0	0.021739042	0.021739042	0.003301735	0.003301735
Mábríkes	Mábríkesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.978260958	-0.021739042	0.996698265	-0.003301735
Afilérr	Afilérrnak	0	0	1	1	0	1	0	1	0	1	0	0	0.044220729	0.044220729	0.009853756	0.009853756
Afilérr	Afilérrnek	1	1	0	0	0	0	0	0	0	0	0	1	0.955779271	-0.044220729	0.990146244	-0.009853756
Loreny	Lorenynak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Loreny	Lorenynek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
Plálem	Plálemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Plálem	Plálemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
mágélk	mágélknak	0	0	1	1	0	0	0	0	0	1	0	0	0.584190523	0.584190523	0.624806474	0.624806474
mágélk	mágélknek	1	1	0	0	0	0	0	0	0	0	0	1	0.415809477	-0.584190523	0.375193526	-0.624806474
pes	pesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.008953946	0.008953946	0.000858041	0.000858041
pes	pesnek	1	0	0	0	0	0	0	0	0	0	0	1	0.991046054	-0.008953946	0.999141959	-0.000858041
nyem	nyemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.001612916	0.001612916	9.20E-05	9.20E-05
nyem	nyemnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.498387084	-0.001612916	0.499907964	-9.20E-05
szib	szibnak	0	0	1	0	0	0	1	0	0	0	0	0	0.059524366	0.059524366	0.015673288	0.015673288
szib	szibnek	1	0	0	0	0	0	0	0	0	0	0	1	0.940475634	-0.059524366	0.984326712	-0.015673288
Kászén	Kászénnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
Kászén	Kászénnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
notvóilt	notvóiltnak	1	0	1	0	0	0	0	0	0	1	0	1	0.788070409	-0.211929591	0.877611113	-0.122388887
notvóilt	notvóiltnek	0	1	0	0	0	0	0	0	0	0	0	0	0.211929591	0.211929591	0.122388887	0.122388887
milm	milmnak	0	0	1	0	0	0	1	0	0	1	0	0	0.01958267	0.01958267	0.002814927	0.002814927
milm	milmnek	1	0	0	0	0	0	0	0	0	0	0	1	0.98041733	-0.01958267	0.997185073	-0.002814927
kásszirn	kásszirnnak	1	0	1	0	0	0	0	1	0	1	0	1	0.644129601	-0.355870399	0.708890173	-0.291109827
kásszirn	kásszirnnek	0	1	0	0	0	0	0	0	0	0	0	0	0.355870399	0.355870399	0.291109827	0.291109827
Fré	Frénak	0	0	1	1	0	0	0	0	0	0	0	0	0.109096821	0.109096821	0.041091278	0.041091278
Fré	Frének	1	0	0	0	0	0	0	0	0	0	0	1	0.890903179	-0.109096821	0.958908722	-0.041091278
Kondlíllís	Kondlíllísnak	1	0	1	0	0	1	0	0	1	0	0	1	0.302940716	-0.697059284	0.222700139	-0.777299861
Kondlíllís	Kondlíllísnek	0	1	0	0	0	0	0	0	0	0	0	0	0.697059284	0.697059284	0.777299861	0.777299861
Kávármérz	Kávármérznak	0	0	1	1	0	0	0	0	1	1	0	0	0.433725606	0.433725606	0.40131234	0.40131234
Kávármérz	Kávármérznek	1	1	0	0	0	0	0	0	0	0	0	1	0.566274394	-0.433725606	0.59868766	-0.40131234
Rufgore	Rufgorenak	1	0	1	1	1	0	0	0	0	0	0	1	0.375975261	-0.624024739	0.318646266	-0.681353734
Rufgore	Rufgorenek	0	1	0	0	0	0	0	0	0	0	0	0	0.624024739	0.624024739	0.681353734	0.681353734
fovénd	fovéndnak	1	0	1	1	0	0	0	0	0	1	0	1	0.584190523	-0.415809477	0.624806474	-0.375193526
fovénd	fovéndnek	0	1	0	0	0	0	0	0	0	0	0	0	0.415809477	0.415809477	0.375193526	0.375193526
Pontill	Pontillnak	1	0	1	0	0	0	0	1	0	1	0	1	0.644129601	-0.355870399	0.708890173	-0.291109827
Pontill	Pontillnek	0	1	0	0	0	0	0	0	0	0	0	0	0.355870399	0.355870399	0.291109827	0.291109827
barvaves	barvavesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
barvaves	barvavesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
zés	zésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.062581116	0.062581116	0.016956536	0.016956536
zés	zésnek	1	0	0	0	0	0	0	0	0	0	0	1	0.937418884	-0.062581116	0.983043464	-0.016956536
Hem	Hemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.001612916	0.001612916	9.20E-05	9.20E-05
Hem	Hemnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.498387084	-0.001612916	0.499907964	-9.20E-05
ódátér	ódátérnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
ódátér	ódátérnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
almoi	almoinak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
almoi	almoinek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
bádén	bádénnak	1	0	1	1	0	0	0	1	0	0	0	1	0.684241519	-0.315758481	0.761332715	-0.238667285
bádén	bádénnek	0	1	0	0	0	0	0	0	0	0	0	0	0.315758481	0.315758481	0.238667285	0.238667285
arve	arvenak	1	0	1	1	1	0	0	0	0	0	0	1	0.375975261	-0.624024739	0.318646266	-0.681353734
arve	arvenek	0	1	0	0	0	0	0	0	0	0	0	0	0.624024739	0.624024739	0.681353734	0.681353734
Onyamses	Onyamsesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Onyamses	Onyamsesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Háncenszin	Háncenszinnak	0	0	1	0	0	1	0	1	0	0	0	0	0.279555676	0.279555676	0.194661584	0.194661584
Háncenszin	Háncenszinnek	1	1	0	0	0	0	0	0	0	0	0	1	0.720444324	-0.279555676	0.805338416	-0.194661584
Irs	Irsnak	0	0	1	0	0	0	0	0	1	1	0	0	0.052816627	0.052816627	0.012996417	0.012996417
Irs	Irsnek	1	0	0	0	0	0	0	0	0	0	0	1	0.947183373	-0.052816627	0.987003583	-0.012996417
Matezgelt	Matezgeltnak	0	0	1	1	1	1	0	0	0	1	0	0	0.012700484	0.012700484	0.00145688	0.00145688
Matezgelt	Matezgeltnek	1	1	0	0	0	0	0	0	0	0	0	1	0.987299516	-0.012700484	0.99854312	-0.00145688
térk	térknak	0	0	1	1	0	0	0	0	0	1	0	0	0.037207293	0.037207293	0.007539735	0.007539735
térk	térknek	1	0	0	0	0	0	0	0	0	0	0	1	0.962792707	-0.037207293	0.992460265	-0.007539735
Héb	Hébnak	0	0	1	1	0	0	1	0	0	0	0	0	0.023354516	0.023354516	0.00368424	0.00368424
Héb	Hébnek	1	0	0	0	0	0	0	0	0	0	0	1	0.976645484	-0.023354516	0.99631576	-0.00368424
csazécs	csazécsnak	0	0	1	1	0	0	0	0	1	0	0	0	0.708201811	0.708201811	0.790840635	0.790840635
csazécs	csazécsnek	1	1	0	0	0	0	0	0	0	0	0	1	0.291798189	-0.708201811	0.209159365	-0.790840635
Tent	Tentnak	0	0	1	1	1	0	0	0	0	1	0	0	0.005202845	0.005202845	0.00037809	0.00037809
Tent	Tentnek	1	0	0	0	0	0	0	0	0	0	0	1	0.994797155	-0.005202845	0.99962191	-0.00037809
csibb	csibbnak	0	0	1	0	0	0	1	0	0	1	0	0	0.01958267	0.01958267	0.002814927	0.002814927
csibb	csibbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.98041733	-0.01958267	0.997185073	-0.002814927
tes	tesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.002984649	0.002984649	0.000286014	0.000286014
tes	tesnek	1	0	0	0	0	0	0	0	0	0	0	0.333333333	0.330348685	-0.002984649	0.33304732	-0.000286014
Csossény	Csossénynak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
Csossény	Csossénynek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
rajizém	rajizémnak	0	0	1	1	0	1	1	0	0	0	0	0	0.05554926	0.05554926	0.014063627	0.014063627
rajizém	rajizémnek	1	1	0	0	0	0	0	0	0	0	0	1	0.94445074	-0.05554926	0.985936373	-0.014063627
Pábin	Pábinnak	0	0	1	0	0	0	0	1	0	0	0	0	0.851531878	0.851531878	0.932137706	0.932137706
Pábin	Pábinnek	1	1	0	0	0	0	0	0	0	0	0	1	0.148468122	-0.851531878	0.067862294	-0.932137706
Válkiszeg	Válkiszegnak	0	0	1	1	1	1	0	0	0	0	0	0	0.039165723	0.039165723	0.008162571	0.008162571
Válkiszeg	Válkiszegnek	1	1	0	0	0	0	0	0	0	0	0	1	0.960834277	-0.039165723	0.991837429	-0.008162571
gyárelt	gyáreltnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
gyárelt	gyáreltnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
Ádsell	Ádsellnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
Ádsell	Ádsellnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
ályim	ályimnak	0	0	1	0	0	0	1	0	0	0	0	0	0.697059284	0.697059284	0.777299861	0.777299861
ályim	ályimnek	1	1	0	0	0	0	0	0	0	0	0	1	0.302940716	-0.697059284	0.222700139	-0.777299861
feg	fegnak	0	0	1	1	1	0	0	0	0	0	0	0	0.00815125	0.00815125	0.00106447	0.00106447
feg	fegnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.49184875	-0.00815125	0.49893553	-0.00106447
hibb	hibbnak	0	0	1	0	0	0	1	0	0	1	0	0	0.009791335	0.009791335	0.001407464	0.001407464
hibb	hibbnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.490208665	-0.009791335	0.498592536	-0.001407464
léns	lénsnak	0	0	1	1	0	0	0	0	1	1	0	0	0.020633297	0.020633297	0.003048659	0.003048659
léns	lénsnek	1	0	0	0	0	0	0	0	0	0	0	1	0.979366703	-0.020633297	0.996951341	-0.003048659
Havalel	Havalelnak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Havalel	Havalelnek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
káktragep	káktragepnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
káktragep	káktragepnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
Berv	Bervnak	0	0	1	1	1	0	0	0	0	1	0	0	0.005202845	0.005202845	0.00037809	0.00037809
Berv	Bervnek	1	0	0	0	0	0	0	0	0	0	0	1	0.994797155	-0.005202845	0.99962191	-0.00037809
tatijtés	tatijtésnak	0	0	1	1	0	1	0	0	1	0	0	0	0.141041472	0.141041472	0.062385851	0.062385851
tatijtés	tatijtésnek	1	1	0	0	0	0	0	0	0	0	0	1	0.858958528	-0.141041472	0.937614149	-0.062385851
táltselt	táltseltnak	1	0	1	1	1	0	0	0	0	1	0	1	0.159761997	-0.840238003	0.076562197	-0.923437803
táltselt	táltseltnek	0	1	0	0	0	0	0	0	0	0	0	0	0.840238003	0.840238003	0.923437803	0.923437803
gis	gisnak	0	0	1	0	0	0	0	0	1	0	0	0	0.075080853	0.075080853	0.03456921	0.03456921
gis	gisnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.424919147	-0.075080853	0.46543079	-0.03456921
Astole	Astolenak	1	0	1	1	1	0	0	0	0	0	0	1	0.375975261	-0.624024739	0.318646266	-0.681353734
Astole	Astolenek	0	1	0	0	0	0	0	0	0	0	0	0	0.624024739	0.624024739	0.681353734	0.681353734
Ahote	Ahotenak	1	0	1	1	1	0	0	0	0	0	0	1	0.375975261	-0.624024739	0.318646266	-0.681353734
Ahote	Ahotenek	0	1	0	0	0	0	0	0	0	0	0	0	0.624024739	0.624024739	0.681353734	0.681353734
Tébb	Tébbnak	0	0	1	1	0	0	1	0	0	1	0	0	0.007490012	0.007490012	0.000655144	0.000655144
Tébb	Tébbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.992509988	-0.007490012	0.999344856	-0.000655144
Anyins	Anyinsnak	1	0	1	0	0	0	0	0	1	1	0	1	0.669664197	-0.330335803	0.742690545	-0.257309455
Anyins	Anyinsnek	0	1	0	0	0	0	0	0	0	0	0	0	0.330335803	0.330335803	0.257309455	0.257309455
lazlirny	lazlirnynak	0	0	1	0	0	0	0	1	0	1	0	0	0.644129601	0.644129601	0.708890173	0.708890173
lazlirny	lazlirnynek	1	1	0	0	0	0	0	0	0	0	0	1	0.355870399	-0.644129601	0.291109827	-0.708890173
torém	torémnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
torém	torémnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
tázeny	tázenynak	1	0	1	1	1	0	0	1	0	0	0	1	0.226765369	-0.773234631	0.137051293	-0.862948707
tázeny	tázenynek	0	1	0	0	0	0	0	0	0	0	0	0	0.773234631	0.773234631	0.862948707	0.862948707
Mákadéls	Mákadélsnak	1	0	1	1	0	0	0	0	1	1	0	1	0.433725606	-0.566274394	0.40131234	-0.59868766
Mákadéls	Mákadélsnek	0	1	0	0	0	0	0	0	0	0	0	0	0.566274394	0.566274394	0.59868766	0.59868766
ányég	ányégnak	1	0	1	1	0	0	0	0	0	0	0	1	0.816578061	-0.183421939	0.903784458	-0.096215542
ányég	ányégnek	0	1	0	0	0	0	0	0	0	0	0	0	0.183421939	0.183421939	0.096215542	0.096215542
Goler	Golernak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Goler	Golernek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
mebb	mebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.00034009	0.00034009	1.09E-05	1.09E-05
mebb	mebbnek	1	0	0	0	0	0	0	0	0	0	0	0.333333333	0.332993243	-0.00034009	0.333322454	-1.09E-05
més	mésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.031290558	0.031290558	0.008478268	0.008478268
més	mésnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.468709442	-0.031290558	0.491521732	-0.008478268
háves	hávesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
háves	hávesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Hény	Hénynak	0	0	1	1	0	0	0	1	0	0	0	0	0.056252934	0.056252934	0.014343656	0.014343656
Hény	Hénynek	1	0	0	0	0	0	0	0	0	0	0	1	0.943747066	-0.056252934	0.985656344	-0.014343656
Sozéll	Sozéllnak	0	0	1	1	0	0	0	1	0	1	0	0	0.406126897	0.406126897	0.361236825	0.361236825
Sozéll	Sozéllnek	1	1	0	0	0	0	0	0	0	0	0	1	0.593873103	-0.406126897	0.638763175	-0.361236825
Dodvi	Dodvinak	0	0	1	0	0	0	0	0	0	0	0	0	0.921771741	0.921771741	0.975872979	0.975872979
Dodvi	Dodvinek	1	1	0	0	0	0	0	0	0	0	0	1	0.078228259	-0.921771741	0.024127021	-0.975872979
Dasúlist	Dasúlistnak	0	0	1	0	0	0	0	0	0	1	0	0	0.788070409	0.788070409	0.877611113	0.877611113
Dasúlist	Dasúlistnek	1	1	0	0	0	0	0	0	0	0	0	1	0.211929591	-0.788070409	0.122388887	-0.877611113
szustágém	szustágémnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
szustágém	szustágémnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
vazigíft	vazigíftnak	0	0	1	0	0	1	0	0	0	1	0	0	0.201009	0.201009	0.112047039	0.112047039
vazigíft	vazigíftnek	1	1	0	0	0	0	0	0	0	0	0	1	0.798991	-0.201009	0.887952961	-0.112047039
pep	pepnak	0	0	1	1	1	0	1	0	0	0	0	0	0.003225832	0.003225832	0.000184072	0.000184072
pep	pepnek	1	0	0	0	0	0	0	0	0	0	0	1	0.996774168	-0.003225832	0.999815928	-0.000184072
Szakek	Szakeknak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
Szakek	Szakeknek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
agi	aginak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
agi	aginek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
Kilt	Kiltnak	0	0	1	0	0	0	0	0	0	1	0	0	0.092792953	0.092792953	0.031676228	0.031676228
Kilt	Kiltnek	1	0	0	0	0	0	0	0	0	0	0	1	0.907207047	-0.092792953	0.968323772	-0.031676228
jábjés	jábjésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.708201811	0.708201811	0.790840635	0.790840635
jábjés	jábjésnek	1	1	0	0	0	0	0	0	0	0	0	1	0.291798189	-0.708201811	0.209159365	-0.790840635
julmebb	julmebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.035800605	0.035800605	0.007103774	0.007103774
julmebb	julmebbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.964199395	-0.035800605	0.992896226	-0.007103774
filt	filtnak	0	0	1	0	0	0	0	0	0	1	0	0	0.092792953	0.092792953	0.031676228	0.031676228
filt	filtnek	1	0	0	0	0	0	0	0	0	0	0	1	0.907207047	-0.092792953	0.968323772	-0.031676228
Sposzkázzér	Sposzkázzérnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
Sposzkázzér	Sposzkázzérnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
Kumbiszés	Kumbiszésnak	0	0	1	1	0	1	0	0	1	0	0	0	0.141041472	0.141041472	0.062385851	0.062385851
Kumbiszés	Kumbiszésnek	1	1	0	0	0	0	0	0	0	0	0	1	0.858958528	-0.141041472	0.937614149	-0.062385851
Tenc	Tencnak	0	0	1	1	1	0	0	0	1	1	0	0	0.002843137	0.002843137	0.000152225	0.000152225
Tenc	Tencnek	1	0	0	0	0	0	0	0	0	0	0	1	0.997156863	-0.002843137	0.999847775	-0.000152225
Hálupem	Hálupemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Hálupem	Hálupemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
tádep	tádepnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
tádep	tádepnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
bancsnemer	bancsnemernak	0	0	1	1	1	1	0	1	0	0	0	0	0.019455085	0.019455085	0.002786996	0.002786996
bancsnemer	bancsnemernek	1	1	0	0	0	0	0	0	0	0	0	1	0.980544915	-0.019455085	0.997213004	-0.002786996
pasern	pasernnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
pasern	pasernnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
Fóler	Fólernak	1	0	1	1	1	0	0	1	0	0	0	1	0.226765369	-0.773234631	0.137051293	-0.862948707
Fóler	Fólernek	0	1	0	0	0	0	0	0	0	0	0	0	0.773234631	0.773234631	0.862948707	0.862948707
gyómdét	gyómdétnak	0	0	1	1	0	0	0	0	0	0	0	0	0.816578061	0.816578061	0.903784458	0.903784458
